game_id,date,venue,home_team,away_team,start_time,home_score,away_score,status
2020020104,2021-01-26,Ball Arena,COL,S.J,2021-01-27 02:00:00,7.0,3.0,OFF
2020020105,2021-01-26,Gila River Arena,ARI,ANA,2021-01-27 02:00:00,0.0,1.0,OFF
2020020106,2021-01-26,T-Mobile Arena,VGK,STL,2021-01-27 02:00:00,4.0,5.0,OFF
2020020107,2021-01-27,Bridgestone Arena,NSH,CHI,2021-01-28 00:30:00,2.0,1.0,OFF
2020020108,2021-01-27,Rogers Arena,VAN,OTT,2021-01-28 01:00:00,5.0,1.0,OFF
2020020109,2021-01-28,TD Garden,BOS,PIT,2021-01-29 00:00:00,4.0,1.0,OFF
2020020110,2021-01-28,KeyBank Center,BUF,NYR,2021-01-29 00:00:00,2.0,3.0,OFF
2020020111,2021-01-28,Prudential Center,N.J,PHI,2021-01-29 00:00:00,1.0,3.0,OFF
2020020112,2021-01-28,Capital One Arena,WSH,NYI,2021-01-29 00:00:00,6.0,3.0,OFF
2020020113,2021-01-28,PNC Arena,CAR,T.B,2021-01-29 00:00:00,1.0,0.0,OFF
2020020114,2021-01-28,Nationwide Arena,CBJ,FLA,2021-01-29 00:00:00,3.0,2.0,OFF
2020020115,2021-01-28,Centre Bell,MTL,CGY,2021-01-29 00:00:00,4.0,2.0,OFF
2020020118,2021-01-28,Xcel Energy Center,MIN,L.A,2021-01-29 01:00:00,5.0,3.0,OFF
2020020119,2021-01-28,American Airlines Center,DAL,DET,2021-01-29 01:30:00,7.0,3.0,OFF
2020020120,2021-01-28,Ball Arena,COL,S.J,2021-01-29 02:00:00,3.0,0.0,OFF
2020020121,2021-01-28,Gila River Arena,ARI,ANA,2021-01-29 02:00:00,3.0,2.0,OFF
2020020116,2021-01-28,Rogers Place,EDM,TOR,2021-01-29 03:00:00,3.0,4.0,OFF
2020020117,2021-01-28,Rogers Arena,VAN,OTT,2021-01-29 03:00:00,4.0,1.0,OFF
2020020123,2021-01-29,United Center,CHI,CBJ,2021-01-30 01:00:00,1.0,2.0,OFF
2020020124,2021-01-30,KeyBank Center,BUF,N.J,2021-01-30 18:00:00,4.0,3.0,OFF
2020020125,2021-01-30,Madison Square Garden,NYR,PIT,2021-01-31 00:00:00,4.0,5.0,OFF
2020020126,2021-01-30,Wells Fargo Center,PHI,NYI,2021-01-31 00:00:00,3.0,2.0,OFF
2020020127,2021-01-30,Capital One Arena,WSH,BOS,2021-01-31 00:00:00,4.0,3.0,OFF
2020020128,2021-01-30,PNC Arena,CAR,DAL,2021-01-31 00:00:00,4.0,1.0,OFF
2020020129,2021-01-30,Amalie Arena,T.B,NSH,2021-01-31 00:00:00,4.0,3.0,OFF
2020020130,2021-01-30,Little Caesars Arena,DET,FLA,2021-01-31 00:00:00,2.0,3.0,OFF
2020020131,2021-01-30,Centre Bell,MTL,CGY,2021-01-31 00:00:00,0.0,2.0,OFF
2020020133,2021-01-30,Rogers Place,EDM,TOR,2021-01-31 00:00:00,4.0,3.0,OFF
2020020134,2021-01-30,Xcel Energy Center,MIN,COL,2021-01-31 01:00:00,1.0,5.0,OFF
2020020135,2021-01-30,Honda Center,ANA,STL,2021-01-31 02:00:00,1.0,6.0,OFF
2020020132,2021-01-30,Bell MTS Place,WPG,VAN,2021-01-31 03:00:00,1.0,4.0,OFF
2020020136,2021-01-31,KeyBank Center,BUF,N.J,2021-01-31 18:00:00,3.0,5.0,OFF
2020020138,2021-01-31,PNC Arena,CAR,DAL,2021-01-31 22:00:00,4.0,3.0,OFF
2020020139,2021-01-31,Little Caesars Arena,DET,FLA,2021-01-31 22:00:00,2.0,3.0,OFF
2020020137,2021-01-31,Wells Fargo Center,PHI,NYI,2021-02-01 00:00:00,4.0,3.0,OFF
2020020140,2021-01-31,United Center,CHI,CBJ,2021-02-01 00:00:00,3.0,1.0,OFF
2020020142,2021-01-31,Xcel Energy Center,MIN,COL,2021-02-01 01:00:00,4.0,3.0,OFF
2020020143,2021-01-31,Honda Center,ANA,STL,2021-02-01 01:00:00,1.0,4.0,OFF
2020020141,2021-01-31,Rogers Place,EDM,OTT,2021-02-01 02:00:00,8.0,5.0,OFF
2020020144,2021-02-01,Madison Square Garden,NYR,PIT,2021-02-02 00:00:00,3.0,1.0,OFF
2020020145,2021-02-01,Capital One Arena,WSH,BOS,2021-02-02 00:00:00,3.0,5.0,OFF
2020020146,2021-02-01,Amalie Arena,T.B,NSH,2021-02-02 00:00:00,5.0,2.0,OFF
2020020147,2021-02-01,Centre Bell,MTL,VAN,2021-02-02 00:00:00,6.0,2.0,OFF
2020020148,2021-02-01,Bell MTS Place,WPG,CGY,2021-02-02 01:00:00,3.0,4.0,OFF
2020020152,2021-02-02,Nationwide Arena,CBJ,DAL,2021-02-03 00:00:00,3.0,6.0,OFF
2020020155,2021-02-02,Centre Bell,MTL,VAN,2021-02-03 00:00:00,5.0,3.0,OFF
2020020153,2021-02-02,United Center,CHI,CAR,2021-02-03 01:00:00,3.0,4.0,OFF
2020020154,2021-02-02,Enterprise Center,STL,ARI,2021-02-03 01:00:00,4.0,3.0,OFF
2020020156,2021-02-02,Bell MTS Place,WPG,CGY,2021-02-03 01:00:00,3.0,2.0,OFF
2020020158,2021-02-02,Ball Arena,COL,MIN,2021-02-03 01:30:00,2.0,1.0,OFF
2020020157,2021-02-02,Rogers Place,EDM,OTT,2021-02-03 03:00:00,4.0,2.0,OFF
2020020161,2021-02-02,STAPLES Center,L.A,ANA,2021-02-03 03:00:00,1.0,3.0,OFF
2020020160,2021-02-03,Amalie Arena,T.B,DET,2021-02-03 22:30:00,5.0,1.0,OFF
2020020159,2021-02-03,Wells Fargo Center,PHI,BOS,2021-02-04 01:00:00,3.0,4.0,OFF
2020020164,2021-02-04,Madison Square Garden,NYR,WSH,2021-02-05 00:00:00,4.0,2.0,OFF
2020020165,2021-02-04,BB&T Center,FLA,NSH,2021-02-05 00:00:00,5.0,6.0,OFF
2020020167,2021-02-04,Nationwide Arena,CBJ,DAL,2021-02-05 00:00:00,4.0,3.0,OFF
2020020170,2021-02-04,Centre Bell,MTL,OTT,2021-02-05 00:00:00,2.0,3.0,OFF
2020020171,2021-02-04,Scotiabank Arena,TOR,VAN,2021-02-05 00:00:00,7.0,3.0,OFF
2020020168,2021-02-04,United Center,CHI,CAR,2021-02-05 01:00:00,6.0,4.0,OFF
2020020169,2021-02-04,Enterprise Center,STL,ARI,2021-02-05 01:00:00,3.0,4.0,OFF
2020020172,2021-02-04,Bell MTS Place,WPG,CGY,2021-02-05 01:00:00,4.0,1.0,OFF
2020020174,2021-02-05,Wells Fargo Center,PHI,BOS,2021-02-06 00:00:00,1.0,2.0,OFF
2020020175,2021-02-05,Amalie Arena,T.B,DET,2021-02-06 00:00:00,3.0,1.0,OFF
2020020176,2021-02-05,BB&T Center,FLA,NSH,2021-02-06 00:00:00,2.0,1.0,OFF
2020020177,2021-02-05,T-Mobile Arena,VGK,L.A,2021-02-06 03:00:00,5.0,2.0,OFF
2020020178,2021-02-05,Honda Center,ANA,S.J,2021-02-06 03:00:00,4.0,5.0,OFF
2020020183,2021-02-06,Canadian Tire Centre,OTT,MTL,2021-02-06 18:00:00,1.0,2.0,OFF
2020020550,2021-02-06,Enterprise Center,STL,ARI,2021-02-06 20:00:00,1.0,3.0,OFF
2020020181,2021-02-06,Nassau Veterans Memorial Coliseum,NYI,PIT,2021-02-07 00:00:00,4.0,3.0,OFF
2020020184,2021-02-06,Scotiabank Arena,TOR,VAN,2021-02-07 00:00:00,5.0,1.0,OFF
2020020185,2021-02-06,Scotiabank Saddledome,CGY,EDM,2021-02-07 03:00:00,6.0,4.0,OFF
2020020187,2021-02-06,Honda Center,ANA,S.J,2021-02-07 03:00:00,2.0,1.0,OFF
2020020188,2021-02-07,Capital One Arena,WSH,PHI,2021-02-07 17:00:00,4.0,7.0,OFF
2020020189,2021-02-07,BB&T Center,FLA,DET,2021-02-07 20:00:00,1.0,4.0,OFF
2020020190,2021-02-07,Nationwide Arena,CBJ,CAR,2021-02-07 20:00:00,5.0,6.0,OFF
2020020193,2021-02-07,American Airlines Center,DAL,CHI,2021-02-07 20:00:00,1.0,2.0,OFF
2020020194,2021-02-07,T-Mobile Arena,VGK,L.A,2021-02-07 20:00:00,4.0,3.0,OFF
2020020196,2021-02-08,Madison Square Garden,NYR,NYI,2021-02-09 00:00:00,0.0,2.0,OFF
2020020197,2021-02-08,Nationwide Arena,CBJ,CAR,2021-02-09 00:00:00,3.0,2.0,OFF
2020020199,2021-02-08,Canadian Tire Centre,OTT,EDM,2021-02-09 00:00:00,1.0,3.0,OFF
2020020200,2021-02-08,Scotiabank Arena,TOR,VAN,2021-02-09 00:00:00,3.0,1.0,OFF
2020020198,2021-02-08,Bridgestone Arena,NSH,T.B,2021-02-09 01:00:00,1.0,4.0,OFF
2020020565,2021-02-08,Enterprise Center,STL,ARI,2021-02-09 01:00:00,3.0,4.0,OFF
2020020203,2021-02-09,BB&T Center,FLA,DET,2021-02-10 00:00:00,2.0,1.0,OFF
2020020205,2021-02-09,Canadian Tire Centre,OTT,EDM,2021-02-10 00:00:00,2.0,3.0,OFF
2020020204,2021-02-09,Bridgestone Arena,NSH,T.B,2021-02-10 01:30:00,1.0,6.0,OFF
2020020208,2021-02-09,American Airlines Center,DAL,CHI,2021-02-10 01:30:00,1.0,2.0,OFF
2020020206,2021-02-09,Scotiabank Saddledome,CGY,WPG,2021-02-10 03:00:00,3.0,2.0,OFF
2020020210,2021-02-09,T-Mobile Arena,VGK,ANA,2021-02-10 03:00:00,5.0,4.0,OFF
2020020211,2021-02-09,STAPLES Center,L.A,S.J,2021-02-10 03:00:00,3.0,4.0,OFF
2020020212,2021-02-10,Madison Square Garden,NYR,BOS,2021-02-11 00:00:00,2.0,3.0,OFF
2020020213,2021-02-10,Centre Bell,MTL,TOR,2021-02-11 00:30:00,2.0,4.0,OFF
2020020215,2021-02-11,Nassau Veterans Memorial Coliseum,NYI,PIT,2021-02-12 00:00:00,3.0,4.0,OFF
2020020217,2021-02-11,BB&T Center,FLA,T.B,2021-02-12 00:00:00,5.0,2.0,OFF
2020020218,2021-02-11,United Center,CHI,CBJ,2021-02-12 01:00:00,5.0,6.0,OFF
2020020219,2021-02-11,Bridgestone Arena,NSH,DET,2021-02-12 01:00:00,3.0,2.0,OFF
2020020220,2021-02-11,Centre Bell,MTL,EDM,2021-02-12 01:00:00,0.0,3.0,OFF
2020020221,2021-02-11,Bell MTS Place,WPG,OTT,2021-02-12 01:00:00,5.0,1.0,OFF
2020020224,2021-02-11,American Airlines Center,DAL,CAR,2021-02-12 01:30:00,3.0,5.0,OFF
2020020222,2021-02-11,Rogers Arena,VAN,CGY,2021-02-12 03:00:00,1.0,3.0,OFF
2020020226,2021-02-11,T-Mobile Arena,VGK,ANA,2021-02-12 03:00:00,0.0,1.0,OFF
2020020227,2021-02-11,STAPLES Center,L.A,S.J,2021-02-12 03:00:00,6.0,2.0,OFF
2020020228,2021-02-12,Madison Square Garden,NYR,BOS,2021-02-13 00:00:00,0.0,1.0,OFF
2020020684,2021-02-12,Gila River Arena,ARI,STL,2021-02-13 02:00:00,1.0,4.0,OFF
2020020236,2021-02-13,Bell MTS Place,WPG,OTT,2021-02-13 20:00:00,1.0,2.0,OFF
2020020149,2021-02-13,SAP Center at San Jose,S.J,VGK,2021-02-13 21:00:00,1.0,3.0,OFF
2020020230,2021-02-13,Nassau Veterans Memorial Coliseum,NYI,BOS,2021-02-14 00:00:00,4.0,2.0,OFF
2020020232,2021-02-13,BB&T Center,FLA,T.B,2021-02-14 00:00:00,1.0,6.0,OFF
2020020235,2021-02-13,Scotiabank Arena,TOR,MTL,2021-02-14 00:00:00,1.0,2.0,OFF
2020020233,2021-02-13,United Center,CHI,CBJ,2021-02-14 01:00:00,3.0,2.0,OFF
2020020234,2021-02-13,Bridgestone Arena,NSH,DET,2021-02-14 01:00:00,2.0,4.0,OFF
2020020238,2021-02-13,American Airlines Center,DAL,CAR,2021-02-14 01:00:00,3.0,4.0,OFF
2020020239,2021-02-13,Gila River Arena,ARI,STL,2021-02-14 01:00:00,4.0,5.0,OFF
2020020237,2021-02-13,Rogers Arena,VAN,CGY,2021-02-14 03:00:00,3.0,1.0,OFF
2020020242,2021-02-14,PPG Paints Arena,PIT,WSH,2021-02-14 20:00:00,6.0,3.0,OFF
2020020243,2021-02-14,T-Mobile Arena,VGK,COL,2021-02-15 00:00:00,1.0,0.0,OFF
2020020251,2021-02-15,Gila River Arena,ARI,STL,2021-02-15 21:00:00,1.0,0.0,OFF
2020020245,2021-02-15,KeyBank Center,BUF,NYI,2021-02-16 00:00:00,1.0,3.0,OFF
2020020247,2021-02-15,Scotiabank Arena,TOR,OTT,2021-02-16 00:00:00,5.0,6.0,OFF
2020020255,2021-02-15,PNC Arena,CAR,CBJ,2021-02-16 00:00:00,7.0,3.0,OFF
2020020256,2021-02-15,Amalie Arena,T.B,FLA,2021-02-16 00:00:00,4.0,6.0,OFF
2020020246,2021-02-15,Little Caesars Arena,DET,CHI,2021-02-16 00:30:00,2.0,3.0,OFF
2020020248,2021-02-15,Rogers Place,EDM,WPG,2021-02-16 02:00:00,5.0,6.0,OFF
2020020249,2021-02-15,Rogers Arena,VAN,CGY,2021-02-16 03:00:00,3.0,4.0,OFF
2020020252,2021-02-15,SAP Center at San Jose,S.J,ANA,2021-02-16 03:30:00,3.0,2.0,OFF
2020020253,2021-02-16,KeyBank Center,BUF,NYI,2021-02-17 00:00:00,0.0,3.0,OFF
2020020257,2021-02-16,PPG Paints Arena,PIT,WSH,2021-02-17 00:00:00,1.0,3.0,OFF
2020020364,2021-02-16,Madison Square Garden,NYR,N.J,2021-02-17 00:00:00,2.0,5.0,OFF
2020020259,2021-02-16,T-Mobile Arena,VGK,COL,2021-02-17 03:00:00,2.0,3.0,OFF
2020020260,2021-02-16,STAPLES Center,L.A,MIN,2021-02-17 03:00:00,4.0,0.0,OFF
2020020062,2021-02-17,PNC Arena,CAR,FLA,2021-02-17 22:00:00,3.0,4.0,OFF
2020020262,2021-02-17,Scotiabank Arena,TOR,OTT,2021-02-18 00:00:00,2.0,1.0,OFF
2020020261,2021-02-17,Little Caesars Arena,DET,CHI,2021-02-18 00:30:00,0.0,2.0,OFF
2020020263,2021-02-17,Scotiabank Saddledome,CGY,VAN,2021-02-18 03:00:00,1.0,5.0,OFF
2020020264,2021-02-17,Rogers Place,EDM,WPG,2021-02-18 03:00:00,3.0,2.0,OFF
2020020265,2021-02-18,TD Garden,BOS,N.J,2021-02-19 00:00:00,2.0,3.0,OFF
2020020266,2021-02-18,Wells Fargo Center,PHI,NYR,2021-02-19 00:00:00,2.0,3.0,OFF
2020020267,2021-02-18,PPG Paints Arena,PIT,NYI,2021-02-19 00:00:00,4.0,1.0,OFF
2020020268,2021-02-18,Nationwide Arena,CBJ,NSH,2021-02-19 00:00:00,3.0,0.0,OFF
2020020270,2021-02-18,Scotiabank Arena,TOR,OTT,2021-02-19 00:00:00,7.0,3.0,OFF
2020020667,2021-02-18,Capital One Arena,WSH,BUF,2021-02-19 00:00:00,3.0,1.0,OFF
2020020269,2021-02-18,Enterprise Center,STL,S.J,2021-02-19 01:00:00,3.0,2.0,OFF
2020020272,2021-02-18,Gila River Arena,ARI,L.A,2021-02-19 02:00:00,2.0,3.0,OFF
2020020273,2021-02-18,Honda Center,ANA,MIN,2021-02-19 03:00:00,1.0,3.0,OFF
2020020274,2021-02-19,PNC Arena,CAR,CHI,2021-02-20 00:00:00,5.0,3.0,OFF
2020020275,2021-02-19,Little Caesars Arena,DET,FLA,2021-02-20 00:00:00,2.0,7.0,OFF
2020020276,2021-02-19,Scotiabank Saddledome,CGY,EDM,2021-02-20 02:00:00,1.0,2.0,OFF
2020020277,2021-02-19,Rogers Arena,VAN,WPG,2021-02-20 03:00:00,0.0,2.0,OFF
2020020278,2021-02-20,Prudential Center,N.J,BUF,2021-02-20 17:30:00,2.0,3.0,OFF
2020020279,2021-02-20,Capital One Arena,WSH,NYR,2021-02-20 17:30:00,1.0,4.0,OFF
2020020287,2021-02-20,Edgewood Tahoe Resort,COL,VGK,2021-02-20 20:00:00,3.0,2.0,OFF
2020020292,2021-02-20,Little Caesars Arena,DET,FLA,2021-02-20 22:00:00,2.0,1.0,OFF
2020020281,2021-02-20,PPG Paints Arena,PIT,NYI,2021-02-21 00:00:00,3.0,2.0,OFF
2020020282,2021-02-20,Nationwide Arena,CBJ,NSH,2021-02-21 00:00:00,2.0,4.0,OFF
2020020283,2021-02-20,Enterprise Center,STL,S.J,2021-02-21 00:00:00,4.0,5.0,OFF
2020020284,2021-02-20,Centre Bell,MTL,TOR,2021-02-21 00:00:00,3.0,5.0,OFF
2020020288,2021-02-20,Gila River Arena,ARI,L.A,2021-02-21 00:00:00,2.0,4.0,OFF
2020020543,2021-02-20,PNC Arena,CAR,T.B,2021-02-21 00:00:00,4.0,0.0,OFF
2020020289,2021-02-20,Honda Center,ANA,MIN,2021-02-21 02:00:00,1.0,5.0,OFF
2020020285,2021-02-20,Rogers Place,EDM,CGY,2021-02-21 03:00:00,7.0,1.0,OFF
2020020392,2021-02-21,Capital One Arena,WSH,N.J,2021-02-21 19:00:00,4.0,3.0,OFF
2020020293,2021-02-21,Canadian Tire Centre,OTT,MTL,2021-02-22 00:00:00,3.0,2.0,OFF
2020020290,2021-02-21,Edgewood Tahoe Resort,BOS,PHI,2021-02-22 00:30:00,7.0,3.0,OFF
2020020294,2021-02-21,Rogers Arena,VAN,WPG,2021-02-22 03:00:00,3.0,4.0,OFF
